per,ncli,nd,mttr,nticket
2,45c06446c0fe79fbae03fa5bb696c6da,72d48b0b40c9fb796f55a1125a54be6f,0.0,2
3,8264697b770c1864c409c1d99e857a00,5f6fc4f0a5de9254704bf10e31866d5e,12.5,1
5,875daf3e33157230ea510e607f438edc,fa19177be1793df977fc8f4f2d4ed95a,1.65,1
4,aaa5c996d13c3503887a650bce6a6e58,798c65ea8ce7367b20fba6340b4b8dee,109.115,2
3,b4f9040b8adcacbce4d8185e13642e3f,ed4e1fc56fe0188c34d4a3277a7b62e9,0.0,2
5,3d3a64c64f6beded9899783b98ec36e1,d99a92b6e4dafdc2845885bad8fb560d,4.3,1
6,0af729492900af8103b1a049b7edaebe,196aefcda3523de9bd18ffad9691dfc0,7.09,1
5,0bc7c49e8c4ce2a09bac0f6770f8aead,88f34a3883acf2045b15a404b677cc20,2.24,1
7,83bbfa28bd50a7c9b143d3aafcf3e344,6b609431c00be47aed166593c26f1dd4,23.36,1
2,821159fa7653f5ae984d3e6f572057de,cfdb296d3e83b7870ce974bcb55e375f,7.03,1
4,9f05e3b65768f6020b063539eea660f4,bffc66c724f2bc2185e8e01bfcc70def,18.92,1
6,d6ca1569b5a4a91924d5b51d4c5a4bc3,92ad0c608d7546d64ef8cc165000d1fc,72.88,1
4,efd8753dfe4cd80ea15b147dd95f1dae,dddebcef0b8dd2334cfa8759b37269cb,2.77,1
3,a6ac6a660ffa0bf1102cc6723979dac5,4fd60a3c00ffd2560d87c912f0e4eecd,0.0,1
4,134098911b29bd390d2920e13442409e,f093da6e41f8da12c546196dde33f0a1,0.0,1
2,f76626d52e74706bfb67283fa6a30761,04fd3d03af36e4928973c05a5e3a26d2,15.77,1
2,f46aed8523fae29b785ee3358dfd0147,de402b504749399242dfbbfe1d94eb0f,2.62,1
5,6b7e0a49a51dc5eb2d786938a2ab3554,9e97949682fed525e4d319467570f6ee,1.42,1
7,5b5d69799d1d781489845b50814b5dd9,7e03446b213940647e6a7e83a243af3d,15.57,1
6,9112c7dced6c06831177da5faa1939fb,ebe66cd22bae83ad737f4becdf59136c,1.49,1
4,5c8b6f8e81bc277f4cea680be35acac3,e8cc8eace75c44f79006cae27dc6e9d4,14.35,1
6,1c0c9da0812dcf4b962a5d3a48a234f7,b428985ce111940a3116035c96e45894,21.35,1
6,274e61704696ca0a0b33c4500eab1885,a254f95f4a195985e6b98f7aa0036dd4,19.17,1
2,e39857cfcec7b86f7cca5bc9e8b57d66,6dbe3c3d9e57e9be838b68cdfc0b3aed,0.0,1
7,3c24b558a6d0b3a4b02f3a8c1430d67b,c9fdfdbcbce92f8ed70c03d215348125,4.933333,3
5,aba06885c27ceda13ec5fef7c8400a5c,d2f75fbc87653701466b221f69418e3e,3.04,1
4,36f97dc71f3e341e61ec6227fab2cf1c,70dcfb10591249bd05e431440ebdb166,0.8675,4
6,97b05e7bb03e58ccbf6481867dad6b94,40af01a593c709c463baad511ce375a0,15.866667,3
2,01b7f9130155750fedc05eebd07f3022,a752b73ed3684376ec7a2cb44f8a83bd,18.85,1
3,b6dfff0aaf1bfddd91c295d87936d9dc,c3fc42d39c69e9e1824b0258469acec1,0.0,1
4,53a185d767427eff18e0ec2e2f788fbb,fb26545d6f481f91ad34f5272391b044,1.28,1
6,259391b6390a038cbdf7c0a49953ce39,ee382ca245e9c0e0b86e20a4d7143996,2.28,1
6,af1d242319a22a974a000d95ec4034c9,b7bc187a733a4d6981a09dc621e84300,14.98,1
4,6fbb2c7bbe73f74c1b1077d3862f904c,b77eb8cf85a7906445a80089c2154425,0.0,1
4,9b4ba8b4a27ad5d3c32799f66c36cf90,7f03694da6b178ee0a7230534b67b6c5,3.63,1
6,850f171db381993c15ffb846bd367e68,9fa55dbe1b7b4d83e9b14b05cd223cc4,41.1,1
7,8ad5d5ba8f148773d977c81f34e7d5c0,ccbd10a46c0cc4a0e73514415c0cad10,28.73,2
7,d969e52929fa32f8100a13f608b0b06e,20b8b6a0c5dbc4429df7a4b23efaee07,9.15,1
4,dd96ba1ce60beee792c22a8861e871e4,30665e049392cdeaddd6cb5383d0d949,3.19,1
3,af5f71e48eef56cfe74d916a027d0fea,5e6931bebc818689f33c455c54969763,7.68,1
7,d0b6bd757e98a215ac6e53e2ae2b3761,dc0176d61b6d1af84d6bbaae72057351,2.71,1
6,48b5671dc82b698151333eb3d4f57517,22781fa23d29bc9c7aaacd24599621dc,26.84,1
2,384e5c5bae7b9cd2cb06a15f2950a6a7,a7921e693e2ae7cf5b7944fc02590836,1.97,1
6,8d5153237fd25cddc6477a4f5e94bb09,a875456c7cf5152d4f05844b75692ecc,71.43,1
4,6d24aca7751a60738d994f19b38e36c4,b0114fce68b6d94d34fbf1f80f1c334c,1.896667,3
5,7c2fa598c76db07293b99b89a612a088,8cf6fda2413453d25ec9704944ef7004,16.83,1
2,1ff89828a4b8aacc77bc11c8195424af,79019051b9057d1b0e5f20fa107d9f30,1.2,1
6,f91ea7a2cc6c1e9fe3b0ac4e4becc882,bd49824fcee23caf5a1c9093997bf5d0,0.67,1
6,8bb4d0f93040835bdab1e259c399ab2a,793c804d1c523648bea6befb36dc5a35,19.99,1
6,5944ffe2e2ef87de83c449a1785355d0,2a62850edcfbacc26fac732a63fca004,15.54,1
4,1286698d42693c1998c8337e4469bccf,4911ad6baa2feca0b38b518349a8c540,2.15,1
4,1426268f2d4dc963c1d9de54e2eabbd4,6094cd98c9ec1006c2fb459c58a93821,3.71,1
2,5bcea41ab0e9c197031ab1538d2375fd,5154e5c347b5274f715ac7ea7afcb80d,0.0,1
2,ecd20bf6937f0152f14b772a137d9886,41db5f883fa23ba0e9f923eaaf994072,1.63,1
3,099e898d0c25ec29d96e5f418dc2f633,f072937b34c6c4b4536c142058d0ff8b,122.03,1
3,a43274ba46faf8ae10fb091f64bbc399,63b83466d26a6cdf6057f82373720a58,2.036667,3
3,30ad43e47c3ab2599c6161c1b5dc444e,40ef1733d8c69642862bf6ded29fe757,0.68,1
5,d576e4461c574b892dc48646f03f94ef,cfc208b6c1663cd9f0d7702a34e7c1f2,2.15,1
7,6f07fad071744a8bcd746e46b62c3863,d51bb596165d97e7809a692b0e373d67,1.26,1
6,7613c9473e67ef785e7e12a1676a2348,6b3362b6ce71b884c3f54739b566cdeb,3.58,1
7,cc96d34bd168b3840c1c0677e08df186,8af67318a19439214f46f2f3e8859d3e,15.47,1
7,d4285ae3b66e0d1ee73421037de63a7b,899168e7dde78f6316a81b03e31c0f2e,3.36,1
6,de7ce5116f3422ce28b497c8763aa959,1473312e0e60ac0fd9e3c89651273667,2.67,1
6,16a6a8e4ad1d68c033704d8baeecabd1,8fb3f7b0f13f8efafec3206cdf1a3b84,7.39,1
5,770c4ef61aead18d7208a38d580b8d5a,0821c4e9ce09c05d74602ec83f832245,2.03,1
4,a8f63b0ec2d0b37cc8a6cd26a15c2d18,9daf8712bafeb44d559446bb8674616f,5.615,2
4,8487e99f6b0092a77392382740b3d1e1,08b75bdb6ad2e8c46a8c6823cc2a399f,16.82,1
6,950313598bbf402eb1b8143cd34bc9eb,f6685e16a38ddb47c7adeb7dfbfb2e42,1.98,1
3,1155e039c4da7fb0cf651abba08fd74c,47500c8890857fdc54730fc9c599bbe5,0.72,1
5,2045c05bd872253fccdf791645a055a2,e425315f37a787d71dcd76ee94affc07,15.79,1
7,aadf169b21d6581aee5f56c4e82ff0f9,239c4885d71cf17b15b800c5e58372d3,14.78,2
7,6aea281298b035c16d407ba471833669,72b6ae2513520bda7aa7c1590cfa62ae,1.59,2
2,b0f3e02871aa26cbba7af585da85c658,2f196cee4102fa4c61b2c67ed4a1ffa6,1.95,1
2,9fcb11d7261c30e0c8984f72de21778a,6133227e95678627dfa03ba08aa4be07,15.28,1
7,61db08cd3b5a56db3997321f59096864,a75d87d17ad18f55b3dd0ca80128c990,10.2125,4
7,272c229a8bea4e11c172b4119a5f78be,f22966488aa0dace6bdfaa3cea39dbfd,2.74,1
2,ebff3d02ab4b04cac1679cd099088bab,5459d0f347e059f9fc7d85b6216b36e0,0.0,1
3,1f7b4a2f8cd95bf354366cc08eeb4bc9,ea8816d8b3809340f924405ef3fcea22,64.58,1
7,e41d6f67e0f289003b19b571f3c794b1,74e43fac208c8fa4a738189197509fd9,7.89,2
4,ceb144de09cf2bb38f32a10c000cd62a,0ac2118c908108d32e636e51ce9faa4e,6.01,1
3,165b3f8c03774ccde4d6f6c3ff52e38e,3e02cde53ab8ee462c4923df90e3c9cc,0.0,1
5,634503c5f2e6f005c5c3ec22cfca6da6,a514c6e6e87985e0527df64eeefdf8ce,9.25,1
3,5b96bacc7e057ecd3466ab6caa37579f,03699fd3fec7471d9f89113f6a9c6ef6,3.58,1
2,fd41b87bf09fa2cd37c5ddf8df8202a7,5ed727a3c9cadfc4add6e76abf762b1b,38.43,1
3,97f064d2782490ff078f250bc6a23fd5,8c567f34e04f50255d1bd9d53e2ef290,0.73,1
2,17069d59a6eacac19560a00a1f3d7454,4398b4854df5c7f4da8d2c78b1913d41,1.76,2
3,72fd162b98371e453a6cd3d80af755a8,3aee512b826b2ec9e4b66de801f9f3d5,14.25,1
4,edd1946012fbaf997442819bfa81ba72,1f63a90631a8bb75850f127afe3505dd,1.785,2
3,0d37c54a1290ed4bc84740b657a8c208,8cd235626c97e66c8bb76f5c0b5f5e01,2.04,1
6,23b3139fd45fb80b994c9c353d019d50,160622726a146337ceb6d57a3a5a3788,1.94,1
3,77cd0b10087d057a1420bc44b2390168,a1a2f31d2ae8135ce56a935d49c5eebf,10.45,2
2,7f2bfc1434fd74e49748d933a4073baa,ca5d48149b57ba4f70bb46774b2b87b9,3.45,2
7,90448ccbca9abfde411585f3607d5b76,d0ca8d66390faa33e0e003712a373ecc,3.075,2
5,9ed8947ef549f594231720f888c70268,ab08c78e6f38b3004f68e51f77b0ef0e,24.87,1
4,e3db260ba0d5de636223afb790fe1c5e,515cb5da360a335104c1edd766a5f77f,8.94,1
5,40857d052d1d4d1b725e0a89d7535367,63b04cae24ac2db40d9568381862ea6b,11.045,2
3,f3ea22283f1c1f3beca91147f6a0c3eb,fe8076a523c9adf603dd9e01a1358d89,19.43,1
6,b14af633411887579839890dd4d5168f,145edee0561db4bafbdcc480ee36c7ea,33.145,2
4,3acad461a2eb3bfa71e87df20c437a70,dee5480725372f05473bef84bacd9178,19.42,1
4,e146a7d5d249fb8ffbd59cc227e02cf8,6415d69f8a6e5c3b30a5ff50a299bdd3,1.82,1
7,5c4ab31c4df30501f6c399d4bc4ba131,73f6a012a66787a745af5d650db6460e,2.36,1
3,61df44480e226b5199d964d2573367f4,10fd54d97a2ed71323baeb416363d610,1.2,1
3,6edc6acb7fa6f61fc92fb89f6a28e398,1f83d9fd5801372428e0fcfa62511da8,15.41,1
2,6b8569f20fab9440c2b49f158c083246,e19c0b6aa5b2b28e477f7d4ed9448cb1,0.17,1
5,5c28566ad08819998d3dc1aeccc89eb3,e66aab8f0259882f19a85dcab6a31edd,4.05,1
6,553d82c283bb48c3cd174481d93e283b,78a0886cfcbd711bd58228729f8b08e9,12.7,1
2,0881764f2d7025af4999f389e47832c1,c85a87a6e0e719b747564930f506a9e5,24.7,1
3,3398f621e51d955bd5eea81858863003,f59fb651c7341be3fad0d7c9260c676e,0.29,1
5,bded273df51add299e26caed394266c1,b18935496e2a44936e891c6bbc89a628,15.2,1
6,5be128b9b9410a17900efd5c583c883c,6e0ab704f27135d7ca053a1f6df62f90,1.46,1
3,cef16e7dd12b47e6a8d82ca90cc7b953,091eefe36f367655173d1669d1e9a334,3.6,1
2,1f31e77b0bbe74db159a07fd68c7aaa1,967fa4c6bc39d6e83bf73472427b0fa0,0.0,1
5,e968c163d2e5b0eb2c307ac8ca20dee6,5d3d0e69db5658acce223111fe9c413e,0.57,1
6,840b3c738e29da0d35113b805f06e594,16f5d9a573a2274258571966658061d5,12.77,1
3,299c2ddb34475c9d52559289fbef299d,b048847551443e19cd65599b440b5c00,0.0,1
6,1df5df8b51652d77609001efc307b1eb,e3bea838cd369f8b754297bf635b5d12,2.51,1
3,a826eab65b0e517782bfc37aa726c098,000cfc8184d915bbdc7c7f77ec956eb5,20.8,1
2,b81fc05e1421a3b3ff9231fe9c625936,2e759413f322dc2d8bac619ff10614be,2.983333,3
3,a2f797d84dd14d21aaeafba4e01ae451,6c35aa8a594f516564aee6d9504a41b9,0.62,1
3,486d81c906972833c3b3a15931733ca4,536ed921ffd6fd1c6638670f263bd1ec,0.0,1
3,8843a1662978409918abf0cfabede0ae,f3397d42f832a04b41eb02a39a55d41c,7.52,1
4,dcc06939cb98073c0d9b1605a8404354,f3ce77486e3d5f9874364f21f0bb87eb,1.23,1
3,4974f1b72b5035ce078844a435b570ec,612bf02c71029ce4b96faab338ad15ce,1.35,1
5,e3d9f408a31fac778372922f80e97bb5,f43d208a371ad81cfa07882bd09c0f5c,17.35,1
5,c9ed7875bd222b5a405289caf3ef5730,c7b77d0e9a7b3a7da1419055dfc86ad1,3.835,2
2,79cbafb268926ca293b9981610337772,bcad997e607c7ba88095f9fd89870ce5,0.0,1
5,fc43925eb5f44182d7b550c32adf1700,bcb80179fc66b7b8a9ff9679610d16ce,5.42,1
2,92c112e7f3a4c380b68542796e3e2d34,7c8215d3b31ac5466a7d6a9f523d53d0,4.79,1
3,dd53b72fb011b5d716faded805224df6,1f6010c0fec147603caf5ac2599299b0,0.0,1
7,c082d3dcde7b1a004e2cd7d7326ee46a,0902137a023b74d1a9b3485060cdf864,14.06,1
4,f3a43d36e599b42b0c324b0493353548,36dabf27c107e5f1ee2b877734e1001a,19.38,1
2,ce16c7158059285ffd0f84ae4e844443,164dc0820a8c85630eacf7d4e36aa58a,57.29,1
4,0d01eecf70a72874d4d3f64fb0ef047c,5d513a66e630d8db7badac055e9e088c,0.655,2
6,84c5aa655eb4b09ac9c4c179e3de1d50,b67b3122b1d10e6417a3e2a72bf93ac5,13.965,2
6,8cee1452800b81faffede818b185538a,1f3d48d9d5a83c5cabb0ce79507f177d,19.0,1
2,209e99e832e1115b94552f93b640e507,57375ec647db3bd6d6abff3d6d8b7618,3.46,1
5,ce0b65ea719dd06b12de6064c6a4e83e,1cdd11ac4e0fb42c247c057f42a2dbf1,1.4,1
5,030d3e63b4ea87dbb52ff2bd0089e833,928889dd10e743c40ad258405e23c43e,11.75,1
7,33c70c52349580685640b9ce1338ca28,e59a6bc99fc362866d28f377f5d4b91b,2.72,1
2,66078db3efdfd406e800d9ced50ba5f5,0deca560324ce77d705cac0bb73707c5,0.0,1
5,e8df4411dbac185d367cd856134d522c,6fbd17e56a3da472bb999b75dfab0f46,4.88,1
2,5997fd15296f4e4019a7695533ce0b97,a2d7eb788c10757c35902064543e74c3,0.0,1
6,cc25b1d53b613ca8035456b99a68bf44,0419e10924e085c16da810adfdde2018,4.68,1
5,a49f7cbee855ff235dcd349f97e19ef1,291a12fcc3cfd6d30821875370d83e70,15.69,1
2,a85018f53fec115eb44d55de134c6a4a,d96b8798ff1126b6072df8a24d569e19,1.57,1
6,aaf3da7c59da2cb24f2353b5e72e20b8,c5af61c6e6b9feeaa25d7d1ad7e54e13,3.47,1
2,7af1c0dd9174241c13771f62a02e1274,7fa45b9286c8706a311636059535c2a4,0.0,1
7,84e3b1ce1eaba59635b3daf00a3a48fa,26b3c70a53c1904e099b1096281c961d,18.23,1
2,fefa84c739925c3901a36ae7797c61cd,04d4af9678e5d63afbcbdb0d9080ec26,11.41,1
3,03528e9fe6d0e4473c91ad452fdb7ecb,6c175399bc00aa87ea3c81be491a79b1,0.0,1
5,157c5ae09f856cd6caa09a962a95a693,6ddbdeeac70e13f2e29968eefa687069,0.95,1
7,3d56de14f839d7d4268d949a90e85996,09850cd1209d53ce2d4bf472e9a3e124,3.63,2
3,d27307737e03767fcd9b936d01e5a0e1,8f75d7092e55329ff9a16a1bfcfac628,46.3,1
4,d21a0d65429ba0b100faa50e0bfbd6a4,66dbbda7e83ef767ba91a2ea84bcc4dc,0.0,1
6,8b4d76031083a678c510a3c285812240,d7a04e89a04a427b1db5c2186584205e,25.78,1
2,923534b237ba1c115bb170ba78a56114,1ea7646d4fe0db4405a4fb1cb401d16c,4.22,1
3,5b1847178ba448b488185c089cd0d891,e70cc8b9f95b7ba45afa5d11e815d5cf,3.73,1
7,604d83e98a5510ce560cfda18f76bc9c,1dfabe1a3a023d96d800f2aed5e8ed67,6.5,1
3,e0b09e236399040405e14e0752cedbae,d4ae13fa3c1242ac22fc53b2e3238e0b,1.57,1
4,0d120398d68be2ef97181642f76a5164,82f91c3d7fcdd5a4ffc9f568d8c8351e,0.0,1
5,589778430bee09a9129ddf4aa8b8f91f,9b174ddec14fb3a4e05bcd8ce8114ac5,4.75,2
2,d8b231f44f362f332b57ee5248f5063e,7fb006b6f23c6c054868b9b33c1c9739,1.45,1
6,d6a76d2602f7a158ba394decb8b5c70f,6ec50bd8dcbfa50035b0b3fb2d0144b5,30.28,3
2,f3da3e737b865bd823220cf838b8b5fd,3ff979eb254a07f543aee3218aacec07,18.7,1
5,dd941dfdf6247e4efa76b6508b3bb724,299806dc6809e7502e78a089cc7014bc,0.135,2
3,29f45bab70c0ff3ea6cb824ccccb9b7c,3108a1d015d696cdbe067641dd8734d6,9.875,2
7,efcb80aa5e5fdd74068af6a97070f808,a87a57fe2700fe4cb20cd063167cd079,4.15,1
2,f3a57f67cfd0defa1f7c76bd71d77aca,a1a132a9dd060982d2f9475bee862456,0.0,1
7,4104534e141eaef51402b6e90f6ead72,f76c71dac42ad1c15c8505ecaff08ca9,0.47,1
2,103a4e1b7cc815afdcd0a2cb51ee72ea,9b77beeea00ab5f085ebc4c4e0f1d1ee,5.35,1
4,ba971870a56cd9f5becb7ad107a8cc8f,01ce5e73bbd5bf4b59a98afba358f511,2.62,1
2,234821f0e67b1a11ebf9649d182f3d18,1615c1496ef37eca2fc95dfefafb18cb,15.68,1
7,7197317aea8135befdabcdf88587865d,a3fd7cdbd4c3118f0f1410ceba4a30bf,1.52,1
3,8beb68b6efe368b14a5ff68dbc1ec116,2647b0774c7909d2556da8139f36f10e,4.09,1
3,cc8a98448ae7dc241367d252da2dd45d,90770c8086cba936ef6e3c3bc87572d4,4.8,1
7,052f5a51a37632a268f76e76515ab7ad,fed5321f0b4b3b200ed96f0ef61dd9cf,0.93,1
4,ef27559c749d35d57b725c7118423c9c,22cd72ed76852fe6254e4cce6196dd99,4.56,1
5,b70ff09ed9026c4c015921b1db0d032f,769b9b865875753e1a97011ae72655e4,0.44,1
2,dd3ff680fe60235b38266b746059bfcb,fcf38401bc01d02916047a4054c013fa,28.4,1
4,e644b6175b454c26260e2aff68066be9,324fe83e8e1120bd06e28ecedf31ce03,0.02,1
6,8a877bd4075815be86dead8e74ec8bf0,1fa5ff62ca7ce83a1a27539df9f9ccbc,0.9,1
5,a5a9a775bcdba1200b13b9d50c932127,0c83b94fe86fee69077f056ef28e2c52,3.15,1
3,8f8e32147fcaeb6bbacbb257925cfa67,a059241ef2132ecdc33a36ee3dbb1b25,0.0,1
4,fc3d8536307490a99ff8d1fdf3494a3d,6d5c8b4aa824ba534312b4bf557c5917,4.135,2
7,ca40247aa1878e354a245d0ca543da61,02a7ba65a373eda8b0030b5abe61f374,40.07,1
3,9ab0d9ecd30d4cbd730f21ae1b9ddb03,ef4ef49ddaa2113d758c15ea6353591a,2.5,1
4,adcaf44415c98418471e928b353341cc,765dea89a9c1b6cff645ea0113cabccd,15.815,2
7,892aeb266b37c58afa1927f1f5312184,e13c28fbb7ff198b3ffb177761e2f865,0.15,2
7,0d9699731e6996786ab82f1a55b8ec47,9c13e70b97d538626c934af6daa90a73,5.15,1
5,e5747ad968074bc8043e4e52dad37616,58e70761a47c21897d4f6e9db3b727cb,1.4,1
6,c03010e437b275b06e079dddbc4f2a71,31d041918fe0193005c9dfbdce679264,3.54,1
5,d615aca505404bed375b2faa061598b7,cfed19aeef72f38d8726c3b6bcf225ab,2.16,1
6,377087f0b1b886b188eb3b3e4857c512,f1b4422596c3178d576f6ea2acd3ac1b,33.02,1
5,4fba852c9c0ef6e17d76f36434b675c6,4dbadaba7cd73867217bb7845fbf6fef,1.22,1
2,2daeb34bbba835fd78fe2fe21e2fcdcc,323a75d8200120757e54465b99cc9459,4.11,2
5,344c6d2339a8cace8382c9bf97242e1b,92247bf9343ed844d57ff314a1b29296,22.953333,3
7,21618295c0861d4fdee6cbb9a59dec93,ea81d91e5854409d0368ba97013a701a,1.08,1
3,8aa3f5e72d3d8ce57d33d1e4f7fb1edf,b7287f47433a0dfccb4e019fec0be9d6,15.84,1
3,89825e57fe8f41f56368684b69b6d8af,1d1273f42ccb2b98c5d1c2cc6bf27980,2.5,1
6,fc56c6bfcfccd13a2e06d0b87bf045b9,999f56bad7722639bdad402fb6730ef1,2.73,1
4,62bc0596b1d9d8e532a8d706053161b2,3be0a43fbf78d736389f858ab57fec7f,10.33,2
4,f433d7c0ed8f6e505dfd2371039e2776,5e6fd05dfe4f6c5ff80d0fd676c11273,6.32,1
2,cc7fe1a9a9449fd0ad934023c77db9a1,a71b453d34038ad5fbde2cd255915a15,8.44,1
4,b000d0b2dc3761159cded1d215747879,0ad4c6102eca3ae362d65d5b69078213,6.85,1
7,e36b8338172e26ac9c6ab58ae1e81ccc,041dd4e643a1be2b064fb18d0af4ace8,6.73,1
3,0177d2019ddf878a467048623d0a2312,c67117a9b9e3a7419d73aa4258bb118a,11.843333,3
5,c226ebe41c110e2672b1eb576ab0aa72,9ea92c8bdfcf02ff7faf2eaf2e34912c,2.64,1
4,a14045f2403b4c5c69b4349021337873,c535e93ee859e4e2ec96e0d03d43786b,1.34,1
6,901608b014737ff285d2f93c52d2f2d3,92724a215407b25aef33cbc669531c15,11.63,1
3,f65fdabd6b560d5c72522ca1d041249b,97568ea7f3464c31a429015eba322884,22.27,1
4,fce897e1ce16912efdbc4a574541672b,72913e9de61405ea232cdc87673d1091,2.24,1
7,99f302247b5f375be131ede5782fd421,bd170f8687126d77f7c69d3b4082896e,3.09,1
2,4c74c51ab2150ca1beae905cebeb6b22,7831bc9d9f4181f1d8b797b03b8209ea,0.02,1
2,097d2b61a74149b1748d4dc8c6269039,5828b6a5b691955c5618bb61e3692a50,0.74,1
3,ff508236f1f0cc64c5f6216d5c667538,8cf0f6b60cf8c8f8f90da7a89626ffa3,1.17,1
4,2cf549edc2acb035976f38705eca4000,4388413af9e0c9743465e3901c10d06b,3.05,1
7,cd573438b18573c174e560e5a7aff3c2,3464af66203a90b58aef1d248015319a,0.3,1
4,1770b4db6cf78a190feaed4729d58b47,f1be9f04b9b2ea013b8f21d5e0e42a2c,0.42,1
7,ca9a749217305c759ecc7adee6165487,c043f74ac605d02c3601150d88ee183d,26.91,1
5,80b0a0f5925827a85309106649d93848,1a76c507938fe4da1e83ac112a7f1b27,0.78,1
2,126b5b4fb3bdd3ac9821af5d9b5ea615,3c94b459f22156f867bd3fb52d228727,1.89,1
7,202422fdba4bb8bb4b931cef71bc6c0b,379e316944e84624681b8ea5e980d815,44.35,1
2,e82b160c9971abab7fc9f995a32c3ace,3f5f7135ce1da7174e9e095f63e835f0,5.16,1
5,25d430c3c00253e97db3b396f349ac78,f6725b032d9c1e1ee81bd236598079f7,1.3,1
4,294c9ecea13dd84fb93a992322c32c6e,f3a074a6789494aec78aa41aab844cea,1.226667,3
5,9526a34cb864a1d7d428e562ec52cb7f,72d2f6a2c4095926c90a93d956b3115c,2.7,1
6,49e6ff0d1807762eb697b2116536c218,97c9360be13071e22b29a0b2f068f5fb,16.7,1
4,d4c133ded21061f13a443e0c8651aedd,722d6383a817838e0e41475fcae065b7,21.53,1
2,f5df207dbd710b7d262e2d2c8d5771cc,99e0e15f372f7d326a77d8fd9ac3e68e,112.81,1
6,322cfc0e30a00410ecd636d2ab19fb9e,5215e45aa58383f12541ece88a6a77a6,1.79,1
3,d13325c66beb1b1adb3f09b5ebbe26ca,22c5a6724150e28e91b417512b6617c2,13.01,1
3,9412c81ed7e1ee9d3793940a4831f7c8,8a843110944251d6d7930273991c30fc,30.04,1
3,0dc9981b2a3a4623189c3fc0a7b584fb,973b89a85f1f144486d2485e853d23e8,1.815,2
5,d31aeab14510e76236d22e7b6c5ef27f,0170fef60ce3df7364817eacdc5693dc,2.1,1
5,1e19190e821fccd26ce9a0f79437c52c,e3134bffee483956e18ad5733ea3dcdc,3.25,1
2,24a78c7a9ebb2cb436c91480638473b5,0552dd709831e7fdf6e80c7b58d88308,10.7,2
2,38e45517becb3828968edeca80938154,938580e3f71890b6a474020599859b2b,0.0,2
7,ec36a5ecc98623567b278da467fd26e4,a56102884974bb4d5dc84090b4ead7b8,3.03,1
5,10cde6ddfd7154080fa5c6a6fbb06c57,da230c157f5f02c10c8142f4d4d99575,2.53,1
6,ffbc739cae77fe450956809cd6495827,99c303ebce53bf061426079e71aec2a6,5.0,1
3,b093834db61f5263d1fd802169b50c63,7a989578e7a83ef6286fd10e3aa457aa,12.625,2
4,510173d25b79f5ee8a77dc530697d45c,088a07e39acd5a942c3e74bc7a8ece73,16.0,1
7,87b1835ac166c9a4b52f254b40a562e0,2b915f531bbeb8adf2ef0ae761836b02,0.62,1
3,df0b21a5014be7d70a96987951a5c5ef,e1ecf19630f9d9445b3ae3da603737ba,0.51,1
6,77992a868de63d298e4b517f685673d6,7688dc333b4de4a11646a3641a852b9c,17.93,1
6,0b7487405fd395fc195c9c0b2837b7bf,9068575fda98525c37e5876ce25bbe34,0.07,1
6,ad730336546c03e24a6b90b29411891a,456fe453387457fdfba56310747fd04e,2.38,1
4,fde9dd3a1dd87a94b5c17268e6275d8a,22b27fab548eea3bcd365cd487e0d8e0,26.36,1
2,e0c10b73911ff3f9506b4733d95e1ae8,51a00ce4c1cf6e63bb4537655d479be8,150.88,1
6,e79e84749c9a594e7fb44eec281d9496,c3d578db565f508fe5471b8028f9bb24,16.705,2
3,cc1dcb317c18e9e47bcbe8e5f1148787,ded9447b13f5b85de5114d0c76ee7b86,1.55,1
4,3c299077aceeec7315c61debaf79f4c1,0a8c93d03230beed6f2df25779d890fc,0.05,1
4,66a424dfeb16f846c6473274d1eafaf3,4fb0407316f1b8c3ee6b2d839b6ee677,12.32,1
5,3f9b466129adc1f464082c55920b4236,0aca9f6d1cb40f9ff147507ad71ecd79,0.97,1
5,12c3aed7d67a5392e813b90361c4f07d,c1ea8803267902d8bfe8aedc8deb6b25,5.2,1
2,c8484fc081cec6caf2053cc641e9502f,9706c6ee5e94442f727d1ec06d83ad32,0.0,1
4,a984954ed4e2f8656ae3b580d1a9d28d,5901cc96998fc300df26481413244ff4,3.193333,3
6,81c2d754519921560b5c2ab7cf36eca1,f7fe970eaf9ff198324d6a396f99b08a,0.53,1
4,65a88c108f57dcee6037f300252126c8,206d51ac9de970ab6b49442e6b340883,7.25,1
2,f23e20ed461caaa68c5b08a894b7a945,936b297b74716b4c3d0cd3e57654a4e1,0.0,1
2,fba04497f1d7e367241c6e8f3f5784b8,44979e051790404f16775cabc286728f,23.72,1
3,064ebbdf387d39b50e9234a576c1b738,b085dc11f21defea2d876159352166d7,4.93,1
6,bc5f8c2ed8533d3b2e8c7f713f673487,77141cb699274359636d009c5dcbc58a,2.38,1
5,016f292d6067a7a59ff8ab64baa70c54,689671f32f1e22a2af19701c4ae82de4,3.43,1
2,92333a35756906718a7b8703eb6bd194,35d9882f1ea60794d86bd53a05aebd21,42.84,1
7,b4130bd57d0a1050c1fc297366db123a,8eb0660c584560615be89f524cf9d5f4,2.25,1
4,bd2e3f8e39989cdf4a32e2fdeb16fa89,9156d95ce501c784ba91aa869a819dce,3.0,1
2,69e884037b624369ae180192d3f7c9c1,97a3247dc5f437659e9b3c27712b1545,0.0,2
